name,distance,category,latitude,longitude,rating,reviews,description,formatted_address,telephone,tips,hours,station_name
Ten,553,Vegan and Vegetarian Restaurant,43.652546,-79.433666,,,,"1132 College St, Toronto ON M6H 1B6",(416) 538-3810,Nice place,Mon-Fri 17:00-22:00; Sun 17:00-22:00,Mary McCormick Rec Centre (Sheridan Ave)
Copenhagen Vegan Cafe & Bakery,651,Bakery,43.64202,-79.430998,,,,"1312 Queen St W, Toronto ON M6K 1L4",(647) 352-1312,Try the Egg and Mushroom English Muffin!,Mon 11:00-20:00; Wed-Fri 11:00-20:00; Sat-Sun 10:00-20:00,Mary McCormick Rec Centre (Sheridan Ave)
Fresh on Spadina,255,Vegan and Vegetarian Restaurant,43.648063,-79.395784,8.2,419.0,Follow us on Twitter at: @FreshOnSpadina,"147 Spadina Ave (at Richmond St. W.), Toronto ON M5V 2L7",(416) 599-4442,I liked my burrito but nothing special,Mon-Fri 11:30-23:00; Sat-Sun 10:30-23:00,Soho St / Queen St W
Kupfert & Kim - Spadina,269,Vegan and Vegetarian Restaurant,43.647697,-79.396193,8.1,69.0,,"140 Spadina Ave (at Richmond St W), Toronto ON M5V 2L4",(416) 504-2206,"Amazing healthy place for breakfast/lunch. Amazing tonic tea, amazing smoothies and amazing bowls! Everything organic and so delicious! The place is also super cute and cozy.",Mon-Fri 7:30-22:00; Sat-Sun 10:30-22:00,Soho St / Queen St W
Rosalinda,679,Mexican,43.650207,-79.384813,8.7,35.0,,"133 Richmond St W, Toronto ON M5H 2L3",(416) 907-0650,Most flavourful vegan food I’ve ever had—great for sharing!,Tue-Sat 12:00-21:00,Soho St / Queen St W
Buddha's Vegetarian Foods,830,Chinese,43.651946,-79.403369,8.3,48.0,,"666 Dundas St W (Bathurst St.), Toronto ON M5T 1H9",(416) 603-3811,Amazing food.  Big portions for little $$,Mon 11:00-21:00; Wed-Sun 11:00-21:00,Soho St / Queen St W
Parka Food Co,382,Vegan and Vegetarian Restaurant,43.648575,-79.398016,7.6,10.0,"It’s straight-up favourites with a gourmet twist. No salads. No mock meats. Never any processed patties. Just fresh vegetables and high-quality wholesome ingredients transformed into delicious vegetable-first comfort food – because eating well should be fun and easy, never a chore or a sacrifice.","424 Queen St W, Toronto ON M5V 2A7",(416) 603-3363,Excellent vegan burgers! Highly recommend for a quick snack. 😋,Mon-Sat 11:30-21:00; Sun 12:00-19:00,Soho St / Queen St W
Planta Queen,450,Vegan and Vegetarian Restaurant,43.650697,-79.388116,7.6,30.0,,"180 Queen St W, Toronto ON M5V 3X3",(647) 812-1221,"Love this place!!!! It does vegetarian food so well, I feel like I never have to eat meat. Amazing quality, amazing taste",Mon-Wed 11:30-21:00; Thu-Sat 11:30-22:00; Sun 11:30-21:00,Soho St / Queen St W
Saigon Lotus,704,Vegan and Vegetarian Restaurant,43.65445,-79.399046,7.8,18.0,Saigon Lotus is a Vietnamese Vegan Restaurant located in Chinatown Toronto,"6 St Andrew St (Spadina Ave), Toronto ON M5T 1K6",(416) 901-1115,Amazing food.  Didn’t thing vegan food would be so good and it was not that costly.,Open Daily 11:00-23:00,Soho St / Queen St W
King's Cafe,856,Café,43.654065,-79.402024,7.7,67.0,,"192 Augusta Ave, Toronto ON M5T 2L6",(416) 591-1340,A little pricy but the food is VERY delicious.  Will be going back.,Mon-Sat 11:30-21:30; Sun 11:30-21:00,Soho St / Queen St W
Greens Vegetarian Restaurant,765,Vegan and Vegetarian Restaurant,43.652118,-79.402555,7.6,40.0,,"638 Dundas St W (Dundas St. W), Toronto ON M5T 1H8",(416) 603-3337,"Your normal Chinese vegetarian restaurant. Large portions, some mock meat, lots of stirfries and noodles. Hits the spot!",Open Daily 11:30-21:30,Soho St / Queen St W
Kupfert & Kim,963,Fast Food,43.648684,-79.381812,7.7,70.0,Healthy Fast Food,"100 King St W, Toronto ON M5X 1B1",(416) 504-1233,Love the green smoothies and cardamom cookies,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Soho St / Queen St W
Toronto Public Library,775,Library,43.676946,-79.442444,,,,"1625 Dufferin St (St. Clair Ave. W), Toronto ON M6H 3L9",(416) 393-7712,Closed on Sunday! ,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 11:00-18:00; Sat 9:00-17:00,Davenport Rd / Lansdowne Ave
Minh Phung,842,Library,43.673921,-79.45847,,,,"1768 St Clair Ave W, Toronto ON M6N 1J3",(416) 393-7709,,,Davenport Rd / Lansdowne Ave
Rosalinda,582,Mexican,43.650207,-79.384813,8.7,35.0,,"133 Richmond St W, Toronto ON M5H 2L3",(416) 907-0650,Most flavourful vegan food I’ve ever had—great for sharing!,Tue-Sat 12:00-21:00,Front St W / University Ave (2)
Fresh Kitchen + Juice Bar Front,726,Vegan and Vegetarian Restaurant,43.647823,-79.374336,8.9,19.0,,"47 Front St E (Church Street), Toronto ON M5E 1B3",(647) 693-7556,Buffalo cauliflower. Got tons of zing!,Mon-Fri 11:00-22:00; Sat-Sun 10:30-22:00,Front St W / University Ave (2)
Kupfert & Kim,373,Fast Food,43.648684,-79.381812,7.7,70.0,Healthy Fast Food,"100 King St W, Toronto ON M5X 1B1",(416) 504-1233,Love the green smoothies and cardamom cookies,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Front St W / University Ave (2)
Planta Queen,732,Vegan and Vegetarian Restaurant,43.650697,-79.388116,7.6,30.0,,"180 Queen St W, Toronto ON M5V 3X3",(647) 812-1221,"Love this place!!!! It does vegetarian food so well, I feel like I never have to eat meat. Amazing quality, amazing taste",Mon-Wed 11:30-21:00; Thu-Sat 11:30-22:00; Sun 11:30-21:00,Front St W / University Ave (2)
Kupfert & Kim,316,Vegan and Vegetarian Restaurant,43.647128,-79.379274,7.2,11.0,,"181 Bay St (Brookfield Place), Toronto ON M5J 2T3",(416) 601-1333,Skip the breakfast chia pudding -  you could probably make a tastier one at home! Food is overpriced - you're paying for convenience since you could easily make it yourself at home!,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Front St W / University Ave (2)
Kupfert & Kim,590,Fast Food,43.641253,-79.378246,7.2,11.0,,"20 Bay St (Queens Quay & Bay Street), Toronto ON M5J 2N8",(416) 360-5555,Overpriced but still good,Mon-Fri 7:30-15:30,Front St W / University Ave (2)
Toronto Public Library,816,Library,43.653512,-79.384123,6.9,15.0,,"100 Queen St W (City Hall), Toronto ON M5H 2N3",(416) 393-7650,Get photo of this building. Great architecture!,Mon-Fri 10:00-18:00,Front St W / University Ave (2)
PLANTA Burger Financial District,686,Vegan and Vegetarian Restaurant,43.651059,-79.379245,6.7,22.0,Vegan burger joint.,"4 Temperance St, Toronto ON M5H 1Y4",(647) 348-7000,I had the green goddess. Really nice burger. Fries were great too,Mon-Sat 12:00-20:00,Front St W / University Ave (2)
Calii Love,305,Vegan and Vegetarian Restaurant,43.648698,-79.381627,,,,"100 King St W, Toronto ON M9L 1L3",(647) 350-6595,"Their kelp noodles are absolutely delicious. Match them with raw salmon, rosemary-thyme roasted mushrooms, wakame, kimchi, and mango for a great combination.",Mon-Fri 11:00-18:00,Front St W / University Ave (2)
Kupfert & Kim,370,Fast Food,43.64578,-79.387801,,,,"200 Wellington St W (Concourse Food Court), Toronto ON M5V 3C7",(416) 340-7445,Good vegetarian food although it can be a little pricey. Love the oatmeal for breakfast on the go.,Mon-Fri 7:30-16:30,Front St W / University Ave (2)
Fresh on Spadina,315,Vegan and Vegetarian Restaurant,43.648063,-79.395784,8.2,419.0,Follow us on Twitter at: @FreshOnSpadina,"147 Spadina Ave (at Richmond St. W.), Toronto ON M5V 2L7",(416) 599-4442,I liked my burrito but nothing special,Mon-Fri 11:30-23:00; Sat-Sun 10:30-23:00,457 King St W
Kupfert & Kim - Spadina,303,Vegan and Vegetarian Restaurant,43.647697,-79.396193,8.1,69.0,,"140 Spadina Ave (at Richmond St W), Toronto ON M5V 2L4",(416) 504-2206,"Amazing healthy place for breakfast/lunch. Amazing tonic tea, amazing smoothies and amazing bowls! Everything organic and so delicious! The place is also super cute and cozy.",Mon-Fri 7:30-22:00; Sat-Sun 10:30-22:00,457 King St W
Toronto Public Library,757,Library,43.639252,-79.400408,8.6,42.0,,"190 Fort York Blvd, Toronto ON M5V 0E7",(416) 393-6240,TRde her yerde kutuphane vardi da biz mi gitmedik,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00; Sun 13:30-17:00,457 King St W
Buddha's Vegetarian Foods,944,Chinese,43.651946,-79.403369,8.3,48.0,,"666 Dundas St W (Bathurst St.), Toronto ON M5T 1H9",(416) 603-3811,Amazing food.  Big portions for little $$,Mon 11:00-21:00; Wed-Sun 11:00-21:00,457 King St W
Parka Food Co,396,Vegan and Vegetarian Restaurant,43.648575,-79.398016,7.6,10.0,"It’s straight-up favourites with a gourmet twist. No salads. No mock meats. Never any processed patties. Just fresh vegetables and high-quality wholesome ingredients transformed into delicious vegetable-first comfort food – because eating well should be fun and easy, never a chore or a sacrifice.","424 Queen St W, Toronto ON M5V 2A7",(416) 603-3363,Excellent vegan burgers! Highly recommend for a quick snack. 😋,Mon-Sat 11:30-21:00; Sun 12:00-19:00,457 King St W
Planta Queen,876,Vegan and Vegetarian Restaurant,43.650697,-79.388116,7.6,30.0,,"180 Queen St W, Toronto ON M5V 3X3",(647) 812-1221,"Love this place!!!! It does vegetarian food so well, I feel like I never have to eat meat. Amazing quality, amazing taste",Mon-Wed 11:30-21:00; Thu-Sat 11:30-22:00; Sun 11:30-21:00,457 King St W
Greens Vegetarian Restaurant,912,Vegan and Vegetarian Restaurant,43.652118,-79.402555,7.6,40.0,,"638 Dundas St W (Dundas St. W), Toronto ON M5T 1H8",(416) 603-3337,"Your normal Chinese vegetarian restaurant. Large portions, some mock meat, lots of stirfries and noodles. Hits the spot!",Open Daily 11:30-21:30,457 King St W
Freshii,280,Fast Food,43.6477238,-79.3963574,6.3,36.0,,"140 Spadina Ave (at Richmond), Toronto ON M5V 2L4",(416) 203-8456,"Salads are pretty skimpy on the toppings considering the price. Tofu is just cut up cubes with nothing done to them, so pretty boring.",Mon-Fri 10:00-21:00; Sat-Sun 11:00-21:00,457 King St W
Pop,318,Vegan and Vegetarian Restaurant,43.6437,-79.399435,,,,"67 Portland St, Toronto ON M5V 2M9",(416) 340-0067,Great healthy spot. Welcome addition to the neighbourhood.,Mon-Fri 8:00-19:00; Sat 9:00-18:00,457 King St W
Lov,378,Vegan and Vegetarian Restaurant,43.644455,-79.400631,,,,"620 King St W, Toronto ON M5V 1M6",(416) 366-8568,"Kimchi fries are nice, but all the entrees I’ve tried so far are just okay and forgettable.",Mon-Tue 11:30-22:00; Wed-Thu 11:30-23:59; Fri 10:00-23:59; Sat 10:00-22:00; Sun 11:30-22:00,457 King St W
Toronto Public Library,506,Library,43.659984,-79.434064,7.9,51.0,,"1101 Bloor St W (at Gladstone), Toronto ON M6H 1M7",(416) 393-7674,"Beautiful, well equipped work spaces and very helpful staff!",Mon-Fri 9:00-20:30; Sat 9:00-17:00; Sun 13:30-17:00,Dufferin St / Sylvan Av (Dufferin Grove Park)
Grey Tiger,545,Cocktail,43.659531,-79.437966,7.7,16.0,Grey Tiger is a cozy-chic neighbourhood cocktail bar. Our space is best suited for parties of 1 to 4 and can accommodate groups up to 6 if seating is available.,"1190 Bloor St W, Toronto ON M6H 1N2",(647) 925-3310,Keep an eye out for the breakeven bottle. Who can turn down a cheap pour of quality booze? Reverse the Curse was a stellar cocktail and their ice game is on point.,Mon 00:00-2:00; Wed 18:00-23:59; Thu-Sun 00:00-2:00,Dufferin St / Sylvan Av (Dufferin Grove Park)
E.L. Ruddy,815,Vegan and Vegetarian Restaurant,43.649386,-79.427737,7.4,22.0,,"1371 Dundas St W (Beaconsfield), Toronto ON M6J 1Y3",(647) 351-0423,The budget is forgettable.,Open Daily 00:00-2:00,Dufferin St / Sylvan Av (Dufferin Grove Park)
Ten,343,Vegan and Vegetarian Restaurant,43.652546,-79.433666,,,,"1132 College St, Toronto ON M6H 1B6",(416) 538-3810,Nice place,Mon-Fri 17:00-22:00; Sun 17:00-22:00,Dufferin St / Sylvan Av (Dufferin Grove Park)
Hunny,574,Vegan and Vegetarian Restaurant,43.660726,-79.432359,,,,"1056 Bloor St W, Toronto ON M6H 1M3",(416) 901-9779,,Wed-Thu 17:00-23:00,Dufferin St / Sylvan Av (Dufferin Grove Park)
Good Rebel,640,Deli,43.649716,-79.434755,,,,"1591 Dundas St W, Toronto ON M6K 1T9",(647) 344-9411,,Mon-Sat 11:00-19:00; Sun 11:00-18:00,Dufferin St / Sylvan Av (Dufferin Grove Park)
Banger Films,960,Arts & Entertainment,43.653609,-79.445245,,,,"128A Sterling Rd, Toronto ON M6R 2B7",(416) 850-6580,,,Dufferin St / Sylvan Av (Dufferin Grove Park)
Toronto Public Library - Toronto Reference Library,749,Library,43.671847,-79.386762,9.0,378.0,Main intersection: Bloor and Yonge,"789 Yonge St (btwn Collier & Asquith Ave), Toronto ON M4W 2G8",(416) 395-5577,"This is Toronto Public Library’s main location. Lots of seating, a Balzac’s location on the main floor but heads up: it’s a reference library, so none of the books here can be checked out.",Mon-Fri 9:00-20:30; Sat 9:00-17:00; Sun 13:30-17:00,Roxborough St W / Yonge St
Nutbar,541,Café,43.682967,-79.392136,8.0,9.0,,"1240B Yonge St, Toronto ON M4T 1W5",(416) 519-2700,"This place has their own nutmilk, which is a ""custom blend of: organic cashew, almond and coconut milks"". They also have drip coffee and specialty drinks too!",Mon-Fri 7:00-18:00; Sat 8:00-17:00; Sun 9:00-16:00,Roxborough St W / Yonge St
Planta,876,Vegan and Vegetarian Restaurant,43.670196,-79.389399,8.1,133.0,,"1221 Bay St, Toronto ON M5R 3P5",(647) 348-7000,Amazing experience! Loved every bite of my food.,Mon-Wed 11:30-21:00; Thu-Sat 11:30-22:00; Sun 11:30-21:00,Roxborough St W / Yonge St
Govinda's,542,Buffet,43.676941,-79.397023,7.2,18.0,,"243 Ave Rd (DuPont), Toronto ON M5R 2J6",(888) 218-1040,"Went here with a groupon and was not disappointed. Very cool atmosphere, great hosts, and delicious vegan food.","Open Daily 12:00-14:30, 18:00-20:30",Roxborough St W / Yonge St
Freshii,838,Salad,43.670652,-79.39008,7.3,19.0,,"1250 Bay St (at Cumberland), Toronto ON M5S 2B4",(416) 921-2300,Chicken Pangoa bowls are my favourite! Very nice combination of flavours. Similar to ingredients found in Mexican dishes,Mon-Fri 11:00-21:00; Sat-Sun 11:00-20:00,Roxborough St W / Yonge St
Freshii,954,Vegan and Vegetarian Restaurant,43.670301,-79.385284,6.1,65.0,,"53 Bloor St E (at Yonge St.), Toronto ON M4W 1A9",(416) 925-5617,You can't tap to pay. i.e. Eat somewhere else.,Mon-Fri 10:30-20:00,Roxborough St W / Yonge St
Calii Love,830,Hawaiian,43.670796,-79.389635,5.8,25.0,"With Calii Love’s motto as Eat Good, Love Life, represents our commitment to inspire healthier communities and a positive lifestyle. Our goal is to provide e...","1235 Bay St (Cumberland), Toronto ON M5R 3K4",(647) 343-5683,If u look toward acai bowl they have a good one.,Mon-Fri 9:00-20:00; Sat-Sun 10:00-18:00,Roxborough St W / Yonge St
Toronto Public Library,688,Library,43.67198,-79.388795,,,,"22 Yorkville Ave, Toronto ON M4W 1L4",(416) 393-7660,,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00,Roxborough St W / Yonge St
Toronto Public Library Yorkville,705,Library,43.67198,-79.388795,,,,"22 Yorkville Ave (Yonge St.), Toronto ON M4W 1L4",(416) 393-7660,,,Roxborough St W / Yonge St
Toronto Reference Library,740,Library,43.671867,-79.38672,,,,"789 Yonge St, Toronto ON M4W 2G8",(416) 395-5577,,Mon-Fri 9:00-20:30; Sat 9:00-17:00; Sun 13:30-17:00,Roxborough St W / Yonge St
Fresh on Crawford,75,Vegan and Vegetarian Restaurant,43.645098,-79.414943,8.3,251.0,Follow us on Twitter at: @FreshOnCrawford,"894 Queen St W (at Crawford), Toronto ON M6J 1G3",(416) 599-4442,Terrible takeout. They got the order wrong and gave me nearly all rice. Never picked up the phone when I called — put on hold for nearly 20 minutes and still no one came on the line. Over rated.,Mon-Fri 11:30-22:00; Sat-Sun 10:30-22:00,Crawford St / Queen St W
Hello 123,709,Vegan and Vegetarian Restaurant,43.643408,-79.423508,8.4,36.0,a full-service vegan restaurant from the team behind Kupfert & Kim,"1122 Queen St W, Toronto ON M6J 1H9",(416) 532-3555,Salad bowls are really good…they serve the tofu and seared tempeh nice and hot! Service is great too.,"Mon-Fri 11:00-16:00, 17:00-21:30; Sat-Sun 10:00-16:00, 17:00-21:30",Crawford St / Queen St W
Aesop,82,Hair Salon,43.645295,-79.414554,7.4,16.0,"Aesop is an Australian skin care company established in 1987, offering a range of skin, hair and body care formulations created with meticulous attention to detail. Our considered product range also includes personal fragrance and formulations for the home...","880 Queen St W, Toronto ON M6J 1G3",(416) 532-9623,"Expensive? Yes. Worth it? Hell yes. Just don't eat for the next month. I kid, but really.",Open Daily 11:00-19:00,Crawford St / Queen St W
The Goods,803,Vegan and Vegetarian Restaurant,43.64925,-79.424209,8.1,22.0,,"1255 Dundas St W (Dovercourt), Toronto ON M6J 1X6",(647) 340-4663,A fantastic spot for a healthy take-out meal. Get the spicy chocolate shake and the Green Goddess bowl. They also cater office lunches.,Mon-Fri 8:00-20:00; Sat-Sun 11:00-18:00,Crawford St / Queen St W
Gia,752,Vegan and Vegetarian Restaurant,43.649508,-79.422988,7.8,9.0,,"1214 Dundas St W, Toronto ON M6J 1X5",(416) 535-8888,"The tiramisu is tasty, but it's not tiramisu. It's coconut pie in disguise.",Mon-Sat 18:00-22:00,Crawford St / Queen St W
Fat Choi,369,Vegan and Vegetarian Restaurant,43.646367,-79.419868,,,,"94 Ossington Ave, Toronto ON M6J 2Z4",(416) 901-7667,,Mon 17:00-21:30; Tue-Wed 17:00-22:00; Thu-Fri 17:00-23:00; Sat 17:00-21:00; Sun 17:00-21:30,Crawford St / Queen St W
Bloomers,766,Vegan and Vegetarian Restaurant,43.646534,-79.406011,,,,"715 Queen St W, Toronto ON M6J 1E6",(416) 214-2832,Donuts were tasty and yummy,,Crawford St / Queen St W
The Goods,213,Vegan and Vegetarian Restaurant,43.64925,-79.424209,8.1,22.0,,"1255 Dundas St W (Dovercourt), Toronto ON M6J 1X6",(647) 340-4663,A fantastic spot for a healthy take-out meal. Get the spicy chocolate shake and the Green Goddess bowl. They also cater office lunches.,Mon-Fri 8:00-20:00; Sat-Sun 11:00-18:00,Lisgar St / Dundas St W - SMART
Gia,290,Vegan and Vegetarian Restaurant,43.649508,-79.422988,7.8,9.0,,"1214 Dundas St W, Toronto ON M6J 1X5",(416) 535-8888,"The tiramisu is tasty, but it's not tiramisu. It's coconut pie in disguise.",Mon-Sat 18:00-22:00,Lisgar St / Dundas St W - SMART
E.L. Ruddy,94,Vegan and Vegetarian Restaurant,43.649386,-79.427737,7.4,22.0,,"1371 Dundas St W (Beaconsfield), Toronto ON M6J 1Y3",(647) 351-0423,The budget is forgettable.,Open Daily 00:00-2:00,Lisgar St / Dundas St W - SMART
Hello 123,722,Vegan and Vegetarian Restaurant,43.643408,-79.423508,8.4,36.0,a full-service vegan restaurant from the team behind Kupfert & Kim,"1122 Queen St W, Toronto ON M6J 1H9",(416) 532-3555,Salad bowls are really good…they serve the tofu and seared tempeh nice and hot! Service is great too.,"Mon-Fri 11:00-16:00, 17:00-21:30; Sat-Sun 10:00-16:00, 17:00-21:30",Lisgar St / Dundas St W - SMART
YamChops,947,Soup Spot,43.655089,-79.418037,8.4,29.0,,"705 College St, Toronto ON M6G 1C2",(416) 645-0117,Imitation proteins are pretty good. Lots of options and does food-to-go,Mon-Sat 11:00-19:00; Sun 11:00-17:00,Lisgar St / Dundas St W - SMART
Fat Choi,640,Vegan and Vegetarian Restaurant,43.646367,-79.419868,,,,"94 Ossington Ave, Toronto ON M6J 2Z4",(416) 901-7667,,Mon 17:00-21:30; Tue-Wed 17:00-22:00; Thu-Fri 17:00-23:00; Sat 17:00-21:00; Sun 17:00-21:30,Lisgar St / Dundas St W - SMART
Ten,646,Vegan and Vegetarian Restaurant,43.652546,-79.433666,,,,"1132 College St, Toronto ON M6H 1B6",(416) 538-3810,Nice place,Mon-Fri 17:00-22:00; Sun 17:00-22:00,Lisgar St / Dundas St W - SMART
Good Rebel,660,Deli,43.649716,-79.434755,,,,"1591 Dundas St W, Toronto ON M6K 1T9",(647) 344-9411,,Mon-Sat 11:00-19:00; Sun 11:00-18:00,Lisgar St / Dundas St W - SMART
College Shaw Branch Public Lib,833,Library,43.655111,-79.420051,,,,"766 College St, Toronto ON M6G 1C4",(416) 393-7668,,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Lisgar St / Dundas St W - SMART
Copenhagen Vegan Cafe & Bakery,908,Bakery,43.64202,-79.430998,,,,"1312 Queen St W, Toronto ON M6K 1L4",(647) 352-1312,Try the Egg and Mushroom English Muffin!,Mon 11:00-20:00; Wed-Fri 11:00-20:00; Sat-Sun 10:00-20:00,Lisgar St / Dundas St W - SMART
Toronto Public Library,898,Library,43.665858,-79.353168,8.0,11.0,,"370 Broadview Ave (at Gerrard St E), Toronto ON M4K 2M8",(416) 393-7720,Sign in at the information desk for access to the Programme Room; a whole study room to yourself even after school hours!,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00,Dundas St E / Regent Park Blvd
